番号,単語,訳,品詞,例文,訳文
802,appoint,を任命する; (日時・場所)を指定する,動詞,She was appointed as the new chairperson.,彼女は新しい議長に任命された。(AI生成)
803,arrest,を逮捕する,動詞,The police arrested the thief.,警察は泥棒を逮捕した。(AI生成)
804,rob,から奪う,動詞,He was robbed of his wallet.,彼は財布を奪われた。(AI生成)
805,steal,を盗む,動詞,Someone stole my bike.,誰かが私の自転車を盗んだ。(AI生成)
806,cheat,をだます; カンニングをする,動詞,He cheated on the exam.,彼は試験でカンニングをした。(AI生成)
807,envy,をうらやむ,動詞,I envy your success.,私はあなたの成功がうらやましい。(AI生成)
808,regret,を後悔する; 残念に思う,動詞,I regret saying that.,私はそう言ったことを後悔している。(AI生成)
809,doubt,を疑う,動詞,I doubt if he is telling the truth.,彼が本当のことを言っているのか疑わしい。(AI生成)
810,suspect,を疑う; に感づく,動詞,The police suspect him of murder.,警察は彼に殺人の容疑をかけている（疑っている）。(AI生成)
811,rely,頼る; 信頼する,動詞,You can rely on me.,私を頼っていいですよ。(AI生成)
812,lean,傾く; もたれる,動詞,Don't lean against the wall.,壁にもたれかからないで。(AI生成)
813,float,浮く; 漂う,動詞,Wood floats on water.,木は水に浮く。(AI生成)
814,sink,沈む,動詞,The ship sank to the bottom of the sea.,その船は海の底へ沈んだ。(AI生成)
815,melt,溶ける; を溶かす,動詞,The snow is melting.,雪が溶けている。(AI生成)
816,freeze,凍る; を凍らせる,動詞,Water freezes at 0 degrees Celsius.,水は摂氏0度で凍る。(AI生成)
817,boil,沸騰する; を沸かす,動詞,Please boil the water for tea.,お茶のためにお湯を沸かしてください。(AI生成)
818,evaporate,蒸発する,動詞,Water evaporates when heated.,水は熱せられると蒸発する。(AI生成)
819,amaze,をびっくりさせる,動詞,His skill amazed everyone.,彼の技術は皆をびっくりさせた。(AI生成)
820,scare,を怖がらせる,動詞,The loud noise scared the baby.,大きな音が赤ちゃんを怖がらせた。(AI生成)
821,bark,吠える,動詞,The dog barked at the stranger.,犬は見知らぬ人に吠えついた。(AI生成)
822,bow,お辞儀する,動詞,They bowed to the Queen.,彼らは女王にお辞儀をした。(AI生成)
823,nod,うなずく,動詞,She nodded in agreement.,彼女は同意してうなずいた。(AI生成)
824,shake,を振る; 揺れる,動詞,Shake the bottle before use.,使用前にボトルを振ってください。(AI生成)
825,wave,手を振る; 波打つ,動詞,She waved goodbye to us.,彼女は私たちにさよならと手を振った。(AI生成)
826,clap,手をたたく; 拍手する,動詞,The audience clapped their hands.,観客は手をたたいた。(AI生成)
827,scratch,を引っ掻く; かく,動詞,The cat scratched the sofa.,猫がソファを引っ掻いた。(AI生成)
828,fasten,を締める; 固定する,動詞,Please fasten your seatbelt.,シートベルトを締めてください。(AI生成)
829,tighten,をきつく締める,動詞,He tightened the screws.,彼はネジをきつく締めた。(AI生成)
830,loosen,を緩める,動詞,She loosened her tie.,彼女はネクタイを緩めた。(AI生成)
831,stick,を貼り付ける; 突き刺す,動詞,Stick the stamp on the envelope.,封筒に切手を貼りなさい。(AI生成)
832,paste,を糊で貼る,動詞,Copy and paste the text.,テキストをコピーして貼り付けなさい。(AI生成)
833,bind,を縛る; 結びつける,動詞,They bound his hands with rope.,彼らはロープで彼の手を縛った。(AI生成)
834,squeeze,を絞る; 強く押す,動詞,Squeeze the lemon to get the juice.,ジュースを取るためにレモンを絞りなさい。(AI生成)
835,twist,をねじる; ひねる,動詞,He twisted his ankle.,彼は足首をひねった。(AI生成)
836,bend,を曲げる; 曲がる,動詞,Bend your knees.,膝を曲げてください。(AI生成)
837,fold,を折りたたむ,動詞,She folded the paper in half.,彼女は紙を半分に折った。(AI生成)
838,tear,を破る; 引き裂く,動詞,He tore the letter into pieces.,彼は手紙をビリビリに破った。(AI生成)
839,crack,ひびが入る; を割る,動詞,The mirror cracked.,鏡にひびが入った。(AI生成)
840,crash,衝突する; 墜落する,動詞,The car crashed into a tree.,車が木に衝突した。(AI生成)
841,smash,を粉砕する; 激突する,動詞,He smashed the window with a rock.,彼は石で窓を粉砕した。(AI生成)
842,rush,急いで行く; 急ぐ,動詞,We rushed to the hospital.,私たちは病院へ急行した。(AI生成)
843,dash,突進する,動詞,He dashed out of the room.,彼は部屋から飛び出した。(AI生成)
844,wander,歩き回る; さまよう,動詞,We wandered around the city.,私たちは街を歩き回った。(AI生成)
845,float,浮く,動詞,The boat floated on the lake.,ボートが湖に浮いていた。(AI生成)
846,slide,滑る; を滑らせる,動詞,The children slid down the hill.,子供たちは丘を滑り降りた。(AI生成)
847,slip,滑る; つるっと滑る,動詞,Be careful not to slip on the ice.,氷の上で滑らないように気をつけて。(AI生成)
848,stumble,つまずく,動詞,He stumbled over a stone.,彼は石につまずいた。(AI生成)
849,drag,を引きずる,動詞,He dragged the heavy bag.,彼は重いカバンを引きずった。(AI生成)
850,spin,回転する; を回転させる,動詞,The wheels spun rapidly.,車輪が急速に回転した。(AI生成)
851,roll,転がる; を巻く,動詞,The ball rolled down the hill.,ボールが丘を転がり落ちた。(AI生成)
852,bounce,跳ねる; バウンドする,動詞,The ball bounced off the wall.,ボールが壁に当たって跳ね返った。(AI生成)
853,pile,積み重ねる; 山,動詞,He piled the books on the desk.,彼は机の上に本を積み重ねた。(AI生成)
854,heap,山; たくさん,名詞,There is a heap of laundry on the floor.,床に洗濯物の山がある。(AI生成)
855,bundle,束; 包み,名詞,He carried a bundle of sticks.,彼は木の枝の束を運んだ。(AI生成)
856,pack,を詰める; 荷造りする,動詞,I need to pack my suitcase.,私はスーツケースに荷物を詰める必要がある。(AI生成)
857,load,を積む; 荷物,動詞,They loaded the truck with boxes.,彼らはトラックに箱を積んだ。(AI生成)
858,burden,重荷; 負担,名詞,I don't want to be a burden to you.,私はあなたの負担になりたくない。(AI生成)
859,bare,裸の; むき出しの,形容詞,He walked on the sand with bare feet.,彼は裸足で砂の上を歩いた。(AI生成)
860,naked,裸の,形容詞,The baby was naked.,その赤ちゃんは裸だった。(AI生成)
861,strip,を剥ぐ; 細長いきれ,動詞,He stripped the paint off the wall.,彼は壁のペンキを剥がした。(AI生成)
862,peel,の皮をむく,動詞,She peeled the apple.,彼女はリンゴの皮をむいた。(AI生成)
863,dip,をちょっと浸す,動詞,He dipped his toast in the coffee.,彼はトーストをコーヒーにちょっと浸した。(AI生成)
864,soak,を浸す; びしょぬれにする,動詞,Soak the beans in water overnight.,豆を一晩水に浸しなさい。(AI生成)
865,stain,を汚す; シミ,動詞,Be careful not to stain your shirt.,シャツを汚さないように気をつけて。(AI生成)
866,dirt,泥; 汚れ,名詞,His clothes were covered in dirt.,彼の服は泥まみれだった。(AI生成)
867,dust,ほこり,名詞,The furniture was covered in dust.,家具はほこりに覆われていた。(AI生成)
868,mess,散らかった状態; 混乱,名詞,My room is a mess.,私の部屋は散らかっている。(AI生成)
869,trace,跡; をたどる,名詞,There was no trace of him.,彼の痕跡はなかった。(AI生成)
870,track,通った跡; 線路; トラック,名詞,We followed the bear tracks.,私たちは熊の足跡をたどった。(AI生成)
871,trail,跡; 小道,名詞,We hiked along a mountain trail.,私たちは山道をハイキングした。(AI生成)
872,shadow,影,名詞,The tree cast a long shadow.,その木は長い影を落とした。(AI生成)
873,shade,日陰; 色合い,名詞,Let's sit in the shade.,日陰に座ろう。(AI生成)
874,ray,光線,名詞,A ray of sunlight came through the window.,一筋の日光が窓から差し込んだ。(AI生成)
875,beam,光線; 梁(はり); 笑顔,名詞,The laser beam hit the target.,レーザー光線が標的に当たった。(AI生成)
876,flash,閃光; ひらめき,名詞,I saw a flash of lightning.,私は稲妻の閃光を見た。(AI生成)
877,glow,白熱; 輝き,名詞,The fire gave off a warm glow.,火は暖かい輝きを放っていた。(AI生成)
878,shine,輝く; を磨く,動詞,The sun is shining brightly.,太陽が明るく輝いている。(AI生成)
879,sparkle,きらめく,動詞,Her eyes sparkled with joy.,彼女の目は喜びできらめいていた。(AI生成)
880,fade,色あせる; 消えていく,動詞,The color of the curtains has faded.,カーテンの色が色あせてしまった。(AI生成)
881,vanish,消える,動詞,The magician made the coin vanish.,手品師はコインを消してみせた。(AI生成)
882,chill,寒気; 冷やす,名詞,There is a chill in the air.,空気に寒気がある（肌寒い）。(AI生成)
883,cool,涼しい; 冷静な,形容詞,It's nice and cool in the shade.,日陰は涼しくて快適だ。(AI生成)
884,warm,暖かい,形容詞,It's getting warm outside.,外は暖かくなってきた。(AI生成)
885,heat,熱; 暑さ,名詞,I can't stand the heat.,私はこの暑さに耐えられない。(AI生成)
886,fire,火; 火事,名詞,Don't play with fire.,火遊びをしてはいけない。(AI生成)
887,flame,炎,名詞,The candle flame flickered.,ロウソクの炎が揺らめいた。(AI生成)
888,smoke,煙; 喫煙する,名詞,Smoke was rising from the chimney.,煙突から煙が上がっていた。(AI生成)
889,ash,灰,名詞,Volcanic ash covered the town.,火山灰が町を覆った。(AI生成)
890,powder,粉; パウダー,名詞,She put some powder on her face.,彼女は顔にパウダーをはたいた。(AI生成)
891,seed,種,名詞,We planted seeds in the garden.,私たちは庭に種をまいた。(AI生成)
892,stem,茎; 幹; 生じる,名詞,The flower has a long stem.,その花は長い茎を持っている。(AI生成)
893,leaf,葉,名詞,The trees are losing their leaves.,木々は葉を落としている。(AI生成)
894,bloom,花が咲く,動詞,The cherry blossoms are blooming.,桜の花が咲いている。(AI生成)
895,blossom,花(特に果樹の),名詞,Apple blossoms are beautiful.,リンゴの花は美しい。(AI生成)
896,ripe,熟した,形容詞,These bananas are not ripe yet.,これらのバナナはまだ熟していない。(AI生成)
897,raw,生の,形容詞,Sushi is made with raw fish.,寿司は生の魚で作られる。(AI生成)
898,fresh,新鮮な,形容詞,I bought some fresh vegetables.,私は新鮮な野菜を買った。(AI生成)
899,rotten,腐った,形容詞,There is a rotten apple in the basket.,バスケットの中に腐ったリンゴがある。(AI生成)
900,decay,腐敗する; 衰退する,動詞,Sugar causes teeth to decay.,砂糖は歯を腐らせる（虫歯の原因になる）。(AI生成)
901,stiff,硬直した; 堅い,形容詞,My muscles are stiff after the workout.,運動の後で筋肉が凝っている（硬直している）。(AI生成)
902,flexible,曲げやすい; 柔軟な,形容詞,You need to be flexible in your thinking.,考え方を柔軟にする必要がある。(AI生成)
903,elastic,弾力性のある,形容詞,Rubber is an elastic material.,ゴムは弾力性のある材料だ。(AI生成)
904,tough,たくましい; 困難な; 堅い,形容詞,He is a tough negotiator.,彼は手ごわい（たくましい）交渉人だ。(AI生成)
905,fragile,壊れやすい; 脆い,形容詞,Handle this box with care; it's fragile.,この箱は壊れやすいので注意して扱ってください。(AI生成)
906,smooth,滑らかな; 円滑な,形容詞,The baby's skin is very smooth.,赤ちゃんの肌はとても滑らかだ。(AI生成)
907,rough,ざらざらした; おおよその,形容詞,The sea was very rough today.,今日の海はとても荒れていた（ざらざらしていた）。(AI生成)
908,blunt,鈍い; 無遠慮な,形容詞,This knife is blunt and doesn't cut well.,このナイフはなまっていて（鈍くて）よく切れない。(AI生成)
909,sharp,鋭い; 急激な,形容詞,Be careful with that sharp knife.,その鋭いナイフに気をつけて。(AI生成)
910,pointed,先のとがった,形容詞,He has a pointed chin.,彼は先のとがった顎をしている。(AI生成)
911,hollow,空洞の; 中空の,形容詞,A bamboo stem is hollow.,竹の茎は中が空（空洞）だ。(AI生成)
912,solid,固体の; 堅実な,形容詞,The lake was frozen solid.,湖はカチカチに（固体に）凍っていた。(AI生成)
913,dense,密集した; 濃い,形容詞,We walked through a dense forest.,私たちは密集した森の中を歩いた。(AI生成)
914,transparent,透明な,形容詞,The water in the lake is transparent.,その湖の水は透明だ。(AI生成)
915,bright,明るい; 輝かしい,形容詞,The stars are bright tonight.,今夜は星が明るい。(AI生成)
916,dim,薄暗い; ぼんやりした,形容詞,The light in the room was dim.,部屋の明かりは薄暗かった。(AI生成)
917,dark,暗い,形容詞,It's getting dark outside.,外は暗くなってきた。(AI生成)
918,pale,青白い; 淡い,形容詞,She looked pale after the accident.,彼女は事故の後、顔が青白く見えた。(AI生成)
919,colorful,色彩豊かな,形容詞,Tropical birds are very colorful.,熱帯の鳥はとても色彩豊かだ。(AI生成)
920,vivid,鮮やかな; 鮮明な,形容詞,I have a vivid memory of that day.,私はその日の鮮明な記憶がある。(AI生成)
921,loud,大声の; うるさい,形容詞,There was a loud noise in the street.,通りで大きな音がした。(AI生成)
922,silent,沈黙した; 静かな,形容詞,The library was completely silent.,図書館は完全に静かだった。(AI生成)
923,quiet,静かな; 穏やかな,形容詞,It's a very quiet neighborhood.,そこはとても静かな近所だ。(AI生成)
924,noisy,騒がしい,形容詞,The restaurant was too noisy to talk.,そのレストランは騒がしすぎて話ができなかった。(AI生成)
925,bitter,苦い; 辛辣な,形容詞,This coffee has a bitter taste.,このコーヒーは苦い味がする。(AI生成)
926,sour,酸っぱい,形容詞,Lemons are very sour.,レモンはとても酸っぱい。(AI生成)
927,salty,塩辛い,形容詞,The soup is a bit too salty.,そのスープは少し塩辛すぎる。(AI生成)
928,sweet,甘い,形容詞,She likes sweet things.,彼女は甘いものが好きだ。(AI生成)
929,spicy,辛い; 香辛料のきいた,形容詞,I love spicy Thai food.,私は辛いタイ料理が大好きだ。(AI生成)
930,tasty,美味しい,形容詞,This cake is very tasty.,このケーキはとても美味しい。(AI生成)
931,delicious,とても美味しい,形容詞,That was a delicious meal.,それはとても美味しい食事だった。(AI生成)
932,awful,ひどい; 恐ろしい,形容詞,The weather was awful yesterday.,昨日の天気はひどかった。(AI生成)
933,terrible,恐ろしい; ひどい,形容詞,I had a terrible headache.,私はひどい頭痛がした。(AI生成)
934,horrible,恐ろしい; 実に嫌な,形容詞,What's that horrible smell?,その嫌な（恐ろしい）においは何ですか？(AI生成)
935,wonderful,素晴らしい,形容詞,We had a wonderful time at the party.,私たちはパーティーで素晴らしい時間を過ごした。(AI生成)
936,excellent,優秀な; 素晴らしい,形容詞,She is an excellent student.,彼女は優秀な学生だ。(AI生成)
937,brilliant,輝かしい; 素晴らしい,形容詞,He came up with a brilliant idea.,彼は素晴らしいアイデアを思いついた。(AI生成)
938,fantastic,空想的な; 素晴らしい,形容詞,The view from the top is fantastic.,頂上からの景色は素晴らしい。(AI生成)
939,magnificent,壮大な; 堂々とした,形容詞,The palace is truly magnificent.,その宮殿は本当に壮大だ。(AI生成)
940,splendid,華麗な; 素晴らしい,形容詞,What a splendid house you have!,なんて素晴らしい家をお持ちなのですか！(AI生成)
941,precious,貴重な; 高価な,形容詞,Health is our most precious possession.,健康は私たちの最も貴重な財産だ。(AI生成)
942,rare,稀な; 珍しい,形容詞,It is rare to see snow here.,ここで雪を見るのは稀だ。(AI生成)
943,common,共通の; 一般的な,形容詞,Cold is a common illness.,風邪は一般的な（よくある）病気だ。(AI生成)
944,ordinary,普通の; 通常の,形容詞,It was just an ordinary day.,それはただの普通の一日だった。(AI生成)
945,unusual,異常な; 珍しい,形容詞,It is unusual for him to be late.,彼が遅れるのは珍しいことだ。(AI生成)
946,strange,奇妙な; 見知らぬ,形容詞,I heard a strange noise last night.,昨夜、奇妙な音が聞こえた。(AI生成)
947,weird,不気味な; 奇妙な,形容詞,That's a weird story.,それは奇妙な話だ。(AI生成)
948,mysterious,神秘的な; 謎の,形容詞,He disappeared in a mysterious way.,彼は謎めいた方法で消えた。(AI生成)
949,curious,好奇心の強い; 奇妙な,形容詞,I am curious about the result.,私は結果に好奇心がある（気になっている）。(AI生成)
950,serious,深刻な; 真剣な,形容詞,Global warming is a serious issue.,地球温暖化は深刻な問題だ。(AI生成)
951,strict,厳しい; 厳格な,形容詞,He is a strict teacher.,彼は厳格な先生だ。(AI生成)
952,gentle,優しい; 穏やかな,形容詞,He has a gentle nature.,彼は穏やかな性質の持ち主だ。(AI生成)
953,kind,親切な; 種類,形容詞,Thank you for your kind words.,温かい（親切な）お言葉をありがとうございます。(AI生成)
954,cruel,残酷な,形容詞,It was a cruel thing to say.,それは残酷な言い草だった。(AI生成)
955,polite,丁寧な; 礼儀正しい,形容詞,He is always polite to everyone.,彼は誰に対しても常に礼儀正しい。(AI生成)
956,rude,失礼な; 無作法な,形容詞,It is rude to interrupt others.,他人の話を遮るのは失礼だ。(AI生成)
957,brave,勇敢な,形容詞,The brave firefighter saved the child.,勇敢な消防士が子供を救った。(AI生成)
958,cowardly,臆病な,形容詞,His cowardly behavior disappointed everyone.,彼の臆病な振る舞いは皆を失望させた。(AI生成)
959,honest,正直な,形容詞,To be honest, I don't like this color.,正直に言うと、この色は好きではない。(AI生成)
960,selfish,利己的な; わがままな,形容詞,Don't be so selfish.,そんなにわがままを言わないで。(AI生成)
961,generous,寛大な; 気前のよい,形容詞,It was generous of you to help us.,私たちを助けてくれるなんて、あなたは寛大ですね。(AI生成)
962,greedy,強欲な; 欲張りな,形容詞,He is greedy for power.,彼は権力に対して強欲だ。(AI生成)
963,humble,謙虚な; 控えめな,形容詞,He is humble about his success.,彼は自分の成功に対して謙虚だ。(AI生成)
964,proud,誇りに思って; 高慢な,形容詞,I am proud of my daughter.,私は娘を誇りに思っている。(AI生成)
965,vain,無駄な; 自惚れた,形容詞,All our efforts were in vain.,私たちの努力はすべて無駄に終わった。(AI生成)
966,patient,忍耐強い; 患者,形容詞,You need to be patient with children.,子供に対しては忍耐強くある必要がある。(AI生成)
967,active,活動的な; 積極的な,形容詞,She leads an active life.,彼女は活動的な生活を送っている。(AI生成)
968,passive,受動的な; 消極的な,形容詞,He took a passive role in the meeting.,彼は会議で消極的な役割をとった。(AI生成)
969,eager,熱望して; 熱心な,形容詞,He is eager to learn new things.,彼は新しいことを学ぶのを熱望している。(AI生成)
970,indifferent,無関心な,形容詞,She is indifferent to politics.,彼女は政治に無関心だ。(AI生成)
971,clever,賢い; 巧妙な,形容詞,That's a clever idea.,それは賢いアイデアだ。(AI生成)
972,foolish,愚かな,形容詞,It was foolish of me to believe him.,彼を信じた私は愚かだった。(AI生成)
973,wise,賢明な,形容詞,It was a wise decision.,それは賢明な判断だった。(AI生成)
974,stupid,馬鹿げた; 愚かな,形容詞,Don't ask such stupid questions.,そんな馬鹿げた質問をしないで。(AI生成)
975,silly,愚かな; くだらない,形容詞,Stop being so silly.,そんなくだらないことはやめなさい。(AI生成)
976,crazy,狂った; 夢中な,形容詞,Are you crazy?,正気（狂っているの）か？(AI生成)
977,mad,怒って; 狂った,形容詞,He was mad at me for being late.,彼は私が遅刻したことに激怒していた。(AI生成)
978,lonely,寂しい; 孤独な,形容詞,I felt lonely when I moved to Tokyo.,東京に引っ越したとき、寂しさを感じた。(AI生成)
979,cheerful,陽気な,形容詞,She has a cheerful smile.,彼女は陽気な笑顔をしている。(AI生成)
980,gloomy,暗い; 憂鬱な,形容詞,The weather is gloomy today.,今日はどんよりした（憂鬱な）天気だ。(AI生成)
981,miserable,惨めな; ひどく不幸な,形容詞,The cold weather made me miserable.,寒い天気のせいで惨めな気分になった。(AI生成)
982,fortunate,幸運な,形容詞,He was fortunate to find a job.,彼は仕事を見つけられて幸運だった。(AI生成)
983,unfortunate,不運な; 残念な,形容詞,It was an unfortunate accident.,それは不運な事故だった。(AI生成)
984,lucky,運の良い,形容詞,I am lucky to have such good friends.,そんなに良い友達がいて私は運が良い。(AI生成)
985,unlucky,不運な,形容詞,He was unlucky to lose his wallet.,彼は財布をなくして不運だった。(AI生成)
986,innocent,無実の; 無邪気な,形容詞,He was found innocent of the crime.,彼はその犯罪について無実と判明した。(AI生成)
987,guilty,有罪の; 後ろめたい,形容詞,He felt guilty about lying.,彼は嘘をついたことに後ろめたさを感じた。(AI生成)
988,responsible,責任がある,形容詞,Who is responsible for this mess?,この散らかりの責任は誰にあるのか？(AI生成)
989,independent,独立した,形容詞,She is an independent woman.,彼女は自立した（独立した）女性だ。(AI生成)
990,dependent,依存している,形容詞,He is still dependent on his parents.,彼はまだ両親に依存している。(AI生成)
991,loyal,忠実な,形容詞,He is a loyal friend.,彼は忠実な友人だ。(AI生成)
992,steady,しっかりした; 安定した,形容詞,We need a steady supply of energy.,私たちは安定したエネルギー供給を必要としている。(AI生成)
993,unstable,不安定な,形容詞,The political situation is unstable.,政治情勢は不安定だ。(AI生成)
994,mature,成熟した; 大人びた,形容詞,He is very mature for his age.,彼は年齢の割にとても成熟している。(AI生成)
995,immature,未熟な; 子供っぽい,形容詞,Stop acting in such an immature way.,そんな子供っぽい振る舞いはやめなさい。(AI生成)
996,primitive,原始的な,形容詞,The tribe used primitive tools.,その部族は原始的な道具を使っていた。(AI生成)
997,modern,現代の; 近代的な,形容詞,Modern technology has changed our lives.,現代技術は私たちの生活を変えた。(AI生成)
998,ancient,古代の,形容詞,Rome is an ancient city.,ローマは古代の都市だ。(AI生成)
999,eternal,永遠の,形容詞,Nothing is eternal in this world.,この世に永遠なものなどない。(AI生成)
1000,temporary,一時的な,形容詞,This is only a temporary solution.,これはあくまで一時的な解決策だ。(AI生成)
